[time] [pid], cpuburst
[  927.245544] [Pid:2002], CPUburst : 124114
[  927.271554] [Pid:2053], CPUburst : 92284
[  927.924548] [Pid:2149], CPUburst : 66949
[  928.214911] [Pid:1356], CPUburst : 22688
[  928.372944] [Pid:1995], CPUburst : 43696
[  928.438524] [Pid:1988], CPUburst : 62568
[  929.189630] [Pid:2002], CPUburst : 210482
[  929.641544] [Pid:1776], CPUburst : 173474
[  929.895134] [Pid:1911], CPUburst : 144032
[  930.065115] [Pid:1884], CPUburst : 63119
[  930.758053] [Pid:1988], CPUburst : 13227
[  930.965948] [Pid:2004], CPUburst : 141536
[  931.127130] [Pid:2002], CPUburst : 310205
[  931.285416] [Pid:2051], CPUburst : 28581
[  932.144744] [Pid:1734], CPUburst : 92285
[  932.199179] [Pid:2025], CPUburst : 155914
[  932.338553] [Pid:1776], CPUburst : 34028
[  932.592389] [Pid:2153], CPUburst : 145695
[  932.693383] [Pid:1710], CPUburst : 135506
[  932.817773] [Pid:2052], CPUburst : 134018
[  932.843696] [Pid:1989], CPUburst : 371744
[  933.022283] [Pid:2002], CPUburst : 282933
[  933.217925] [Pid:1988], CPUburst : 95144
[  933.512903] [Pid:1775], CPUburst : 207119
[  933.600775] [Pid:2053], CPUburst : 83261
[  934.013841] [Pid:2008], CPUburst : 141128
[  934.479096] [Pid:1995], CPUburst : 40113
[  935.004874] [Pid:1776], CPUburst : 228311
[  935.054313] [Pid:2002], CPUburst : 152620
[  935.574662] [Pid:1988], CPUburst : 6283
[  935.837916] [Pid:2056], CPUburst : 295636
[  935.975934] [Pid:1884], CPUburst : 15941
[  936.314597] [Pid:2050], CPUburst : 68747
[  936.357781] [Pid:1990], CPUburst : 45974
[  936.422720] [Pid:1724], CPUburst : 101828
[  936.571445] [Pid:2149], CPUburst : 364212
[  936.782309] [Pid:2000], CPUburst : 221061
[  937.049108] [Pid:2051], CPUburst : 177701
[  937.119281] [Pid:2172], CPUburst : 134050
[  937.210316] [Pid:1903], CPUburst : 230113
[  937.214971] [Pid:2017], CPUburst : 43381
[  937.246542] [Pid:2002], CPUburst : 343592
[  937.712811] [Pid:1776], CPUburst : 211051
[  938.030319] [Pid:1734], CPUburst : 482981
[  938.587963] [Pid:1988], CPUburst : 18975
[  938.745300] [Pid:1989], CPUburst : 126251
[  938.941941] [Pid:1881], CPUburst : 145772
[  939.110276] [Pid:2002], CPUburst : 120559
[  939.187662] [Pid:1710], CPUburst : 272975
[  939.259620] [Pid:1911], CPUburst : 282062
[  939.478118] [Pid:2053], CPUburst : 169812
[  940.282958] [Pid:2004], CPUburst : 47385
[  940.299431] [Pid:1995], CPUburst : 56463
[  940.409184] [Pid:2025], CPUburst : 21683
[  940.644925] [Pid:1776], CPUburst : 71654
[  940.882828] [Pid:1988], CPUburst : 89947
[  941.445311] [Pid:2002], CPUburst : 93372
[  941.644473] [Pid:1693], CPUburst : 1873847
[  941.949035] [Pid:1884], CPUburst : 75210
[  942.073363] [Pid:1356], CPUburst : 162688
[  943.008400] [Pid:1357], CPUburst : 207478
[  943.083667] [Pid:1988], CPUburst : 55780
[  943.244749] [Pid:2002], CPUburst : 21702
[  943.277800] [Pid:1776], CPUburst : 11318
[  943.710042] [Pid:2051], CPUburst : 22392
[  943.979736] [Pid:1336], CPUburst : 33638
[  944.627650] [Pid:2149], CPUburst : 215887
[  944.882150] [Pid:2002], CPUburst : 158375
[  944.974520] [Pid:1775], CPUburst : 243955
[  945.221551] [Pid:1988], CPUburst : 79321
[  945.880575] [Pid:1776], CPUburst : 96291
[  945.881071] [Pid:2053], CPUburst : 51579
[  945.905363] [Pid:1989], CPUburst : 98375
[  946.647968] [Pid:1995], CPUburst : 71928
[  946.832089] [Pid:2002], CPUburst : 77499
[  946.884769] [Pid:2000], CPUburst : 69070
[  947.237432] [Pid:2008], CPUburst : 123058
[  947.598600] [Pid:2052], CPUburst : 268252
[  948.183586] [Pid:1988], CPUburst : 141231
[  948.337685] [Pid:2015], CPUburst : 226179
[  948.486829] [Pid:2025], CPUburst : 72418
[  948.496568] [Pid:1884], CPUburst : 88398
[  948.672268] [Pid:1776], CPUburst : 95960
[  948.721799] [Pid:1911], CPUburst : 233405
[  949.104224] [Pid:2002], CPUburst : 47619
[  949.157587] [Pid:2004], CPUburst : 273771
[  949.542623] [Pid:2172], CPUburst : 21073
[  949.941949] [Pid:2051], CPUburst : 32615
[  950.213782] [Pid:1988], CPUburst : 277695
[  950.246720] [Pid:1734], CPUburst : 132301
[  950.809911] [Pid:1710], CPUburst : 167500
[  950.880683] [Pid:2050], CPUburst : 46866
[  950.947055] [Pid:2002], CPUburst : 94771
[  951.571938] [Pid:1776], CPUburst : 218083
[  951.664233] [Pid:1990], CPUburst : 126419
[  951.829441] [Pid:2153], CPUburst : 206700
[  951.896172] [Pid:1903], CPUburst : 176179
[  952.218936] [Pid:1989], CPUburst : 31183
[  952.527220] [Pid:1988], CPUburst : 262899
[  952.527469] [Pid:2053], CPUburst : 248145
[  952.790065] [Pid:1995], CPUburst : 758599
[  952.802605] [Pid:2002], CPUburst : 92515
[  952.804575] [Pid:2017], CPUburst : 277009
[  953.035476] [Pid:2056], CPUburst : 944499
[  954.330537] [Pid:1776], CPUburst : 321496
[  954.401464] [Pid:1356], CPUburst : 71031
[  954.602756] [Pid:2002], CPUburst : 217012
[  954.800712] [Pid:1988], CPUburst : 67695
[  954.966647] [Pid:1330], CPUburst : 406298
[  955.163104] [Pid:2149], CPUburst : 499489
[  955.550662] [Pid:2025], CPUburst : 141546
[  956.319000] [Pid:1884], CPUburst : 176681
[  956.680641] [Pid:2051], CPUburst : 154542
[  956.731313] [Pid:2002], CPUburst : 118568
[  956.830217] [Pid:1775], CPUburst : 97510
[  956.851832] [Pid:1776], CPUburst : 57669
[  956.971517] [Pid:1988], CPUburst : 15396
[  957.365505] [Pid:2000], CPUburst : 33936
[  957.498533] [Pid:1911], CPUburst : 87411
[  957.648737] [Pid:2004], CPUburst : 232286
[  957.758555] [Pid:1711], CPUburst : 219259
[  958.228225] [Pid:1989], CPUburst : 199438
[  958.347950] [Pid:2002], CPUburst : 14398
[  958.603292] [Pid:2053], CPUburst : 21588
[  958.806292] [Pid:1995], CPUburst : 181309
[  958.989217] [Pid:1881], CPUburst : 138167
[  959.073419] [Pid:1988], CPUburst : 9201
[  959.506279] [Pid:1776], CPUburst : 231725
[  959.662216] [Pid:1357], CPUburst : 484308
[  959.662634] [Pid:2008], CPUburst : 174562
[  959.683736] [Pid:10], CPUburst : 60448
[  960.138716] [Pid:2002], CPUburst : 153794
[  961.317517] [Pid:2052], CPUburst : 74069
[  961.392853] [Pid:1988], CPUburst : 7673
[  961.986230] [Pid:2172], CPUburst : 43337
[  962.173362] [Pid:1776], CPUburst : 11268
[  962.198914] [Pid:2002], CPUburst : 108993
[  962.695479] [Pid:1710], CPUburst : 82614
[  962.845805] [Pid:2051], CPUburst : 134765
[  962.901962] [Pid:2149], CPUburst : 1487236
[  963.266296] [Pid:1988], CPUburst : 12393
[  963.416140] [Pid:1884], CPUburst : 199361
[  963.442176] [Pid:1734], CPUburst : 131520
[  963.976265] [Pid:1989], CPUburst : 36268
[  964.016830] [Pid:2025], CPUburst : 223917
[  964.071519] [Pid:2002], CPUburst : 337776
[  964.814518] [Pid:1776], CPUburst : 65480
[  964.831155] [Pid:2053], CPUburst : 73612
[  965.136106] [Pid:1995], CPUburst : 292253
[  965.316589] [Pid:2056], CPUburst : 446733
[  965.355008] [Pid:1988], CPUburst : 6133
[  965.779046] [Pid:2050], CPUburst : 232198
[  965.821468] [Pid:1911], CPUburst : 330378
[  966.146157] [Pid:1990], CPUburst : 39365
[  966.243833] [Pid:2002], CPUburst : 59101
[  966.632147] [Pid:2004], CPUburst : 201803
[  966.961597] [Pid:1356], CPUburst : 237563
[  967.110487] [Pid:2017], CPUburst : 383842
[  967.314875] [Pid:2000], CPUburst : 87783
[  967.492994] [Pid:1776], CPUburst : 133114
[  967.727556] [Pid:1988], CPUburst : 124187
[  967.918418] [Pid:1903], CPUburst : 84552
[  968.025879] [Pid:1775], CPUburst : 202294
[  968.262088] [Pid:2002], CPUburst : 42680
[  968.829490] [Pid:2051], CPUburst : 228468
[  969.923184] [Pid:1988], CPUburst : 63556
[  970.067729] [Pid:2002], CPUburst : 37329
[  970.196256] [Pid:1776], CPUburst : 8851
[  970.538091] [Pid:1989], CPUburst : 89481
[  970.764817] [Pid:1884], CPUburst : 150494
[  971.131572] [Pid:2053], CPUburst : 187939
[  971.341999] [Pid:2025], CPUburst : 59515
[  971.469251] [Pid:1930], CPUburst : 149808
[  971.570002] [Pid:1995], CPUburst : 83087
[  971.993968] [Pid:2002], CPUburst : 172669
[  972.290673] [Pid:1988], CPUburst : 201273
[  972.607873] [Pid:2153], CPUburst : 205654
[  972.691414] [Pid:2149], CPUburst : 745250
[  972.904758] [Pid:1776], CPUburst : 138361
[  973.387616] [Pid:2008], CPUburst : 158386
[  974.274038] [Pid:1710], CPUburst : 104191
[  974.295172] [Pid:2002], CPUburst : 82590
[  974.827062] [Pid:1988], CPUburst : 254579
[  974.976728] [Pid:1337], CPUburst : 12664
[  975.000491] [Pid:2052], CPUburst : 429774
[  975.106656] [Pid:2051], CPUburst : 13694
[  975.497980] [Pid:2004], CPUburst : 41448
[  975.769352] [Pid:1776], CPUburst : 21614
[  976.023139] [Pid:1734], CPUburst : 76974
[  976.027552] [Pid:1911], CPUburst : 216924
[  976.189304] [Pid:1357], CPUburst : 268622
[  976.325080] [Pid:2002], CPUburst : 139551
[  976.395019] [Pid:1989], CPUburst : 168848
[  977.028945] [Pid:2172], CPUburst : 55526
[  977.258900] [Pid:2053], CPUburst : 326426
[  977.393143] [Pid:2056], CPUburst : 10222
[  977.442797] [Pid:1988], CPUburst : 392283
[  977.525742] [Pid:2000], CPUburst : 286280
[  977.961174] [Pid:1995], CPUburst : 97218
[  978.019883] [Pid:2002], CPUburst : 86383
[  978.418370] [Pid:1776], CPUburst : 74589
[  978.876771] [Pid:1884], CPUburst : 45817
[  980.053166] [Pid:1775], CPUburst : 81387
[  980.169756] [Pid:2002], CPUburst : 243139
[  980.329039] [Pid:1988], CPUburst : 199602
[  980.334290] [Pid:1990], CPUburst : 132708
[  980.413706] [Pid:2025], CPUburst : 156334
[  981.196635] [Pid:1356], CPUburst : 282765
[  981.367399] [Pid:2050], CPUburst : 77050
[  981.614800] [Pid:1776], CPUburst : 12323
[  981.705025] [Pid:2051], CPUburst : 32794
[  982.357666] [Pid:2017], CPUburst : 124170
[  982.583321] [Pid:2015], CPUburst : 211825
[  982.598699] [Pid:2002], CPUburst : 180574
[  982.693350] [Pid:1988], CPUburst : 125936
[  983.268894] [Pid:1989], CPUburst : 108503
[  983.334983] [Pid:1903], CPUburst : 21393
[  983.528964] [Pid:2149], CPUburst : 193149
[  983.650450] [Pid:2004], CPUburst : 83969
[  984.214326] [Pid:1776], CPUburst : 117492
[  984.352200] [Pid:2053], CPUburst : 7404
[  984.522983] [Pid:1911], CPUburst : 249546
[  984.615598] [Pid:2002], CPUburst : 45583
[  984.617163] [Pid:1988], CPUburst : 146664
[  984.887534] [Pid:1881], CPUburst : 688267
[  984.998454] [Pid:1995], CPUburst : 56267
[  985.581273] [Pid:2008], CPUburst : 135725
[  985.952691] [Pid:1710], CPUburst : 253985
[  986.420935] [Pid:2002], CPUburst : 158189
[  986.646638] [Pid:1884], CPUburst : 45175
[  986.776627] [Pid:1776], CPUburst : 150080
[  986.782007] [Pid:1988], CPUburst : 72053
[  987.721254] [Pid:2051], CPUburst : 37667
[  987.737599] [Pid:2025], CPUburst : 25314
[  987.883411] [Pid:2000], CPUburst : 123167
[  988.444474] [Pid:2002], CPUburst : 66397
[  988.806143] [Pid:1730], CPUburst : 122270
[  988.986197] [Pid:1734], CPUburst : 61724
[  989.284136] [Pid:1693], CPUburst : 7782
[  989.446845] [Pid:1988], CPUburst : 41901
[  989.447585] [Pid:1989], CPUburst : 144584
[  989.450223] [Pid:1776], CPUburst : 147345
[  990.118722] [Pid:2052], CPUburst : 182518
[  990.323261] [Pid:2053], CPUburst : 211310
[  990.544891] [Pid:2002], CPUburst : 73102
[  991.019795] [Pid:2056], CPUburst : 833970
[  991.049915] [Pid:1995], CPUburst : 93303
[  991.547242] [Pid:1775], CPUburst : 194958
[  991.830248] [Pid:1988], CPUburst : 581386
[  991.974833] [Pid:1338], CPUburst : 51782
[  992.145896] [Pid:1776], CPUburst : 67364
[  992.182613] [Pid:1884], CPUburst : 140307
[  992.384940] [Pid:2004], CPUburst : 230790
[  992.457817] [Pid:2002], CPUburst : 37545
[  992.592829] [Pid:1911], CPUburst : 438701
[  992.910343] [Pid:1357], CPUburst : 235512
[  993.590655] [Pid:2172], CPUburst : 21686
[  994.161975] [Pid:2051], CPUburst : 243413
[  994.256182] [Pid:1990], CPUburst : 96703
[  994.274984] [Pid:1356], CPUburst : 438400
[  994.288583] [Pid:1988], CPUburst : 171606
[  994.332559] [Pid:2153], CPUburst : 157041
[  994.422250] [Pid:2002], CPUburst : 63375
[  994.440593] [Pid:2149], CPUburst : 903521
[  994.794180] [Pid:1776], CPUburst : 192575
[  995.243828] [Pid:1917], CPUburst : 144663
[  995.505777] [Pid:1921], CPUburst : 26621
[  996.021229] [Pid:2050], CPUburst : 22159
[  996.042334] [Pid:1989], CPUburst : 22848
[  996.051136] [Pid:2053], CPUburst : 61803
[  996.226484] [Pid:593], CPUburst : 325482
[  996.390891] [Pid:2025], CPUburst : 303614
[  996.573066] [Pid:2017], CPUburst : 1012368
[  996.657030] [Pid:2002], CPUburst : 193987
[  996.948787] [Pid:1988], CPUburst : 37591
[  997.508684] [Pid:1995], CPUburst : 88098
[  997.749189] [Pid:1776], CPUburst : 12128
[  998.206194] [Pid:2000], CPUburst : 204768
[  998.341366] [Pid:2008], CPUburst : 74029
[  998.365249] [Pid:1710], CPUburst : 169597
[  998.448954] [Pid:2002], CPUburst : 203986
[  999.166757] [Pid:1903], CPUburst : 197234
[  999.339332] [Pid:1988], CPUburst : 252062
[  999.984363] [Pid:1884], CPUburst : 145250
[ 1000.649630] [Pid:1776], CPUburst : 125598
[ 1000.683670] [Pid:2002], CPUburst : 40674
[ 1000.897009] [Pid:2051], CPUburst : 75493
[ 1000.979032] [Pid:1330], CPUburst : 6178
[ 1001.382603] [Pid:1911], CPUburst : 23083
[ 1001.406507] [Pid:1988], CPUburst : 64738
[ 1002.177515] [Pid:2004], CPUburst : 173987
[ 1002.469605] [Pid:2025], CPUburst : 439564
[ 1002.470538] [Pid:2002], CPUburst : 141244
[ 1003.031183] [Pid:2053], CPUburst : 287738
[ 1003.079509] [Pid:1989], CPUburst : 8553
[ 1003.402956] [Pid:1734], CPUburst : 63571
[ 1003.435462] [Pid:2149], CPUburst : 97355
[ 1003.479841] [Pid:1776], CPUburst : 17054
[ 1003.581337] [Pid:1995], CPUburst : 60890
[ 1003.584535] [Pid:655], CPUburst : 150078
[ 1003.673582] [Pid:1775], CPUburst : 515383
[ 1003.838707] [Pid:1988], CPUburst : 127490
[ 1004.377030] [Pid:2002], CPUburst : 57829
[ 1004.410568] [Pid:2052], CPUburst : 158036
[ 1006.037955] [Pid:2002], CPUburst : 93740
[ 1006.048629] [Pid:1988], CPUburst : 172927
[ 1006.112761] [Pid:1776], CPUburst : 41600
[ 1006.678145] [Pid:2056], CPUburst : 418202
[ 1006.864561] [Pid:2051], CPUburst : 183950
[ 1006.869566] [Pid:2172], CPUburst : 11567
[ 1007.698590] [Pid:1884], CPUburst : 62680
[ 1007.808921] [Pid:2002], CPUburst : 88167
[ 1008.298335] [Pid:1881], CPUburst : 1438209
[ 1008.331243] [Pid:1990], CPUburst : 51691
[ 1008.339990] [Pid:2053], CPUburst : 7314
[ 1008.383635] [Pid:1988], CPUburst : 126911
[ 1008.602497] [Pid:1356], CPUburst : 147041
[ 1008.781762] [Pid:2000], CPUburst : 159113
[ 1008.901104] [Pid:1989], CPUburst : 67244
[ 1009.033585] [Pid:1776], CPUburst : 101118
[ 1009.631487] [Pid:1357], CPUburst : 347162
[ 1009.965473] [Pid:2234], CPUburst : 922845
[ 1009.969361] [Pid:2002], CPUburst : 316456
[ 1009.981418] [Pid:1339], CPUburst : 8846
[ 1010.005815] [Pid:2050], CPUburst : 141136
[ 1010.041561] [Pid:1995], CPUburst : 314800
[ 1010.125807] [Pid:2025], CPUburst : 85074
[ 1011.396517] [Pid:1988], CPUburst : 423179
[ 1011.440555] [Pid:1911], CPUburst : 525807
[ 1011.638972] [Pid:2017], CPUburst : 160087
[ 1011.641907] [Pid:2004], CPUburst : 117193
[ 1011.718080] [Pid:1710], CPUburst : 143166
[ 1011.931551] [Pid:2008], CPUburst : 209459
[ 1012.100831] [Pid:1776], CPUburst : 168313
[ 1012.266819] [Pid:2002], CPUburst : 258635
[ 1013.313649] [Pid:2149], CPUburst : 8038
[ 1013.340436] [Pid:10], CPUburst : 80390
[ 1013.453614] [Pid:1988], CPUburst : 9107
[ 1013.958717] [Pid:2051], CPUburst : 36759
[ 1013.989604] [Pid:1903], CPUburst : 232834
[ 1014.311851] [Pid:2002], CPUburst : 138967
[ 1014.667351] [Pid:1776], CPUburst : 273885
[ 1015.136649] [Pid:2053], CPUburst : 87369
[ 1015.305834] [Pid:1989], CPUburst : 54829
[ 1015.550892] [Pid:2153], CPUburst : 88907
[ 1015.597995] [Pid:1775], CPUburst : 133839
[ 1015.635994] [Pid:1988], CPUburst : 10544
[ 1015.713419] [Pid:1734], CPUburst : 187921
[ 1015.973771] [Pid:1884], CPUburst : 146061
[ 1016.065663] [Pid:2002], CPUburst : 391416
[ 1016.492845] [Pid:1995], CPUburst : 4637
[ 1016.894155] [Pid:2015], CPUburst : 53538
[ 1017.245325] [Pid:1776], CPUburst : 111991
[ 1017.324373] [Pid:2025], CPUburst : 69694
[ 1017.803800] [Pid:1988], CPUburst : 203305
[ 1017.907552] [Pid:2002], CPUburst : 300681
[ 1017.968779] [Pid:1180], CPUburst : 123038
[ 1018.821093] [Pid:2172], CPUburst : 218526
[ 1019.015992] [Pid:2052], CPUburst : 28764
[ 1019.064675] [Pid:2000], CPUburst : 108333
[ 1019.734230] [Pid:2051], CPUburst : 206835
[ 1019.875596] [Pid:2002], CPUburst : 181226
[ 1019.951906] [Pid:1776], CPUburst : 23922
[ 1019.998841] [Pid:1710], CPUburst : 13413
[ 1020.057354] [Pid:2004], CPUburst : 14615
[ 1020.194327] [Pid:1988], CPUburst : 104418
[ 1020.475324] [Pid:1911], CPUburst : 69963
[ 1021.064098] [Pid:2053], CPUburst : 41980
[ 1021.161856] [Pid:2149], CPUburst : 1617959
[ 1021.334197] [Pid:1989], CPUburst : 97155
[ 1021.369293] [Pid:2056], CPUburst : 10719
[ 1021.995099] [Pid:2002], CPUburst : 54819
[ 1022.290566] [Pid:1356], CPUburst : 170714
[ 1022.866605] [Pid:1988], CPUburst : 141669
[ 1022.895903] [Pid:1990], CPUburst : 64813
[ 1022.899080] [Pid:1776], CPUburst : 11013
[ 1023.326952] [Pid:1995], CPUburst : 86878
[ 1023.672689] [Pid:2002], CPUburst : 235314
[ 1024.108386] [Pid:1884], CPUburst : 240388
[ 1024.268060] [Pid:2050], CPUburst : 66419
[ 1024.291709] [Pid:2008], CPUburst : 33486
[ 1025.311356] [Pid:1988], CPUburst : 207593
[ 1025.589334] [Pid:2025], CPUburst : 213925
[ 1025.591973] [Pid:2002], CPUburst : 93984
[ 1025.698659] [Pid:2017], CPUburst : 98944
[ 1025.731935] [Pid:1776], CPUburst : 178346
[ 1026.357061] [Pid:1357], CPUburst : 230221
[ 1026.581828] [Pid:2051], CPUburst : 44826
[ 1027.390708] [Pid:2002], CPUburst : 162480
[ 1027.415343] [Pid:1734], CPUburst : 113236
[ 1027.588521] [Pid:2053], CPUburst : 55714
[ 1027.654836] [Pid:1775], CPUburst : 60951
[ 1027.725669] [Pid:1989], CPUburst : 39455
[ 1027.821819] [Pid:1988], CPUburst : 114618
[ 1028.465419] [Pid:1776], CPUburst : 61277
[ 1028.641639] [Pid:2149], CPUburst : 900518
[ 1028.993503] [Pid:2004], CPUburst : 232481
[ 1029.001696] [Pid:1903], CPUburst : 154333
[ 1029.259486] [Pid:1911], CPUburst : 272299
[ 1029.322763] [Pid:2002], CPUburst : 86663
[ 1029.442160] [Pid:1995], CPUburst : 41714
[ 1029.559863] [Pid:2000], CPUburst : 240568
[ 1029.652758] [Pid:2172], CPUburst : 26319
[ 1030.431968] [Pid:1881], CPUburst : 3029675
[ 1031.159293] [Pid:1988], CPUburst : 14235
[ 1031.623210] [Pid:2002], CPUburst : 90216
[ 1031.685426] [Pid:1776], CPUburst : 58167
[ 1031.919556] [Pid:1710], CPUburst : 152183
[ 1032.558079] [Pid:1884], CPUburst : 112998
[ 1033.362251] [Pid:1988], CPUburst : 121485
[ 1033.731719] [Pid:2002], CPUburst : 238427
[ 1033.820112] [Pid:2025], CPUburst : 104456
[ 1033.828185] [Pid:2153], CPUburst : 151254
[ 1033.896725] [Pid:2052], CPUburst : 211548
[ 1033.971276] [Pid:2051], CPUburst : 93655
[ 1034.215791] [Pid:2149], CPUburst : 5189
[ 1034.328445] [Pid:1776], CPUburst : 76800
[ 1034.355946] [Pid:2053], CPUburst : 50931
[ 1034.684779] [Pid:1989], CPUburst : 33749
[ 1035.418232] [Pid:1988], CPUburst : 54199
[ 1035.682467] [Pid:2002], CPUburst : 99118
[ 1035.883142] [Pid:1995], CPUburst : 40350
[ 1036.278664] [Pid:259], CPUburst : 58825
[ 1036.349080] [Pid:1356], CPUburst : 163399
[ 1036.356276] [Pid:2056], CPUburst : 429387
[ 1036.892557] [Pid:1776], CPUburst : 107162
[ 1037.462945] [Pid:2172], CPUburst : 35913
[ 1037.983030] [Pid:2002], CPUburst : 114058
[ 1038.006545] [Pid:2008], CPUburst : 198581
[ 1038.140344] [Pid:1911], CPUburst : 10152
[ 1038.286685] [Pid:1988], CPUburst : 181183
[ 1038.358469] [Pid:1990], CPUburst : 143722
[ 1038.674482] [Pid:1734], CPUburst : 341529
[ 1039.269833] [Pid:2050], CPUburst : 107220
[ 1039.813005] [Pid:2004], CPUburst : 183792
[ 1039.913753] [Pid:2017], CPUburst : 57458
[ 1039.925148] [Pid:2149], CPUburst : 402724
[ 1040.184942] [Pid:1776], CPUburst : 160703
[ 1040.185160] [Pid:2002], CPUburst : 211798
[ 1040.379234] [Pid:1775], CPUburst : 74647
[ 1040.465462] [Pid:2051], CPUburst : 86574
[ 1040.685000] [Pid:2000], CPUburst : 161352
[ 1040.746019] [Pid:2053], CPUburst : 431804
[ 1040.881743] [Pid:1884], CPUburst : 385030
[ 1041.065783] [Pid:1710], CPUburst : 21394
[ 1041.121217] [Pid:1988], CPUburst : 58426
[ 1041.551539] [Pid:1989], CPUburst : 41283
[ 1041.827343] [Pid:2025], CPUburst : 190551
[ 1042.226733] [Pid:2002], CPUburst : 277917
[ 1042.655857] [Pid:1995], CPUburst : 52242
[ 1042.789539] [Pid:1776], CPUburst : 17103
[ 1043.211318] [Pid:1357], CPUburst : 351924
[ 1044.000817] [Pid:1988], CPUburst : 50941
[ 1044.074554] [Pid:1903], CPUburst : 15033
[ 1044.191938] [Pid:2002], CPUburst : 122539
[ 1045.983404] [Pid:1776], CPUburst : 156670
[ 1046.022816] [Pid:2052], CPUburst : 13968
[ 1046.109036] [Pid:2002], CPUburst : 8688
[ 1046.312427] [Pid:1911], CPUburst : 57565
[ 1046.536050] [Pid:1988], CPUburst : 4832
[ 1047.376867] [Pid:2051], CPUburst : 13853
[ 1047.495324] [Pid:2004], CPUburst : 38444
[ 1047.659828] [Pid:2053], CPUburst : 100857
[ 1048.042896] [Pid:2002], CPUburst : 38298
[ 1048.309422] [Pid:2056], CPUburst : 211769
[ 1048.518222] [Pid:1989], CPUburst : 10932
[ 1048.519601] [Pid:1776], CPUburst : 62061
[ 1048.641741] [Pid:1995], CPUburst : 11305
[ 1048.781236] [Pid:2149], CPUburst : 313422
[ 1048.877401] [Pid:1988], CPUburst : 47188
[ 1048.891240] [Pid:1884], CPUburst : 43942
[ 1049.778290] [Pid:2172], CPUburst : 73623
[ 1049.873512] [Pid:2002], CPUburst : 11825
[ 1050.507632] [Pid:1356], CPUburst : 56057
[ 1050.779539] [Pid:2153], CPUburst : 73748
[ 1050.832731] [Pid:2025], CPUburst : 94580
[ 1051.034716] [Pid:1734], CPUburst : 21490
[ 1051.075847] [Pid:1776], CPUburst : 120884
[ 1051.110495] [Pid:2000], CPUburst : 69425
[ 1051.421198] [Pid:2008], CPUburst : 237545
[ 1051.539605] [Pid:2002], CPUburst : 113048
[ 1051.577953] [Pid:2050], CPUburst : 27551
[ 1051.625137] [Pid:1988], CPUburst : 77507
[ 1052.174126] [Pid:1775], CPUburst : 63960
[ 1052.749061] [Pid:1710], CPUburst : 104091
[ 1052.874733] [Pid:1989], CPUburst : 73101
[ 1052.927241] [Pid:2053], CPUburst : 19145
[ 1052.971796] [Pid:2015], CPUburst : 77001
[ 1053.176090] [Pid:2002], CPUburst : 23125
[ 1053.274616] [Pid:2051], CPUburst : 101698
[ 1053.385724] [Pid:1990], CPUburst : 36371
[ 1053.775964] [Pid:1776], CPUburst : 64946
[ 1053.874777] [Pid:2017], CPUburst : 133307
[ 1053.925202] [Pid:1988], CPUburst : 136573
[ 1054.345160] [Pid:1995], CPUburst : 9037
[ 1054.843793] [Pid:1911], CPUburst : 302164
[ 1055.325384] [Pid:2002], CPUburst : 153889
[ 1055.551725] [Pid:1881], CPUburst : 150190
[ 1055.570442] [Pid:1917], CPUburst : 5514099
[ 1055.695823] [Pid:1930], CPUburst : 16897
[ 1055.698727] [Pid:2004], CPUburst : 65573
[ 1056.174619] [Pid:1884], CPUburst : 108278
[ 1056.276015] [Pid:1988], CPUburst : 83155
[ 1056.424929] [Pid:1776], CPUburst : 17971
[ 1057.563664] [Pid:2002], CPUburst : 61707
[ 1058.484051] [Pid:1903], CPUburst : 22353
[ 1058.786563] [Pid:2052], CPUburst : 44797
[ 1058.886418] [Pid:2025], CPUburst : 233364
[ 1059.329773] [Pid:1988], CPUburst : 35682
[ 1059.472899] [Pid:1776], CPUburst : 46520
[ 1059.509341] [Pid:1989], CPUburst : 189684
[ 1059.610742] [Pid:2053], CPUburst : 129619
[ 1059.741296] [Pid:2002], CPUburst : 376953
[ 1059.743417] [Pid:2051], CPUburst : 292492
[ 1060.034765] [Pid:1357], CPUburst : 589030
[ 1060.043069] [Pid:2056], CPUburst : 625935
[ 1060.844009] [Pid:2149], CPUburst : 224587
[ 1060.906487] [Pid:1995], CPUburst : 300229
[ 1061.303760] [Pid:2000], CPUburst : 164664
[ 1061.518962] [Pid:1988], CPUburst : 4015
[ 1061.645978] [Pid:2002], CPUburst : 153107
[ 1062.107324] [Pid:1776], CPUburst : 113817
[ 1062.934681] [Pid:2008], CPUburst : 318971
[ 1063.332686] [Pid:1356], CPUburst : 194125
[ 1063.619904] [Pid:2002], CPUburst : 212087
[ 1063.877974] [Pid:1734], CPUburst : 151477
[ 1063.897093] [Pid:1693], CPUburst : 3753588
[ 1063.973001] [Pid:1988], CPUburst : 599691
[ 1063.975078] [Pid:1330], CPUburst : 2556364
[ 1064.001977] [Pid:1775], CPUburst : 189026
[ 1064.240308] [Pid:1884], CPUburst : 127167
[ 1064.327427] [Pid:1710], CPUburst : 348595
[ 1064.402436] [Pid:2004], CPUburst : 198377
[ 1064.414814] [Pid:1911], CPUburst : 246846
[ 1064.699348] [Pid:1776], CPUburst : 97133
[ 1065.392047] [Pid:2172], CPUburst : 33057
[ 1065.968139] [Pid:2002], CPUburst : 24771
[ 1066.011246] [Pid:1989], CPUburst : 28441
