[time] [pid], cpuburst
[ 1702.653608] [Pid:2056], CPUburst : 498070
[ 1702.843543] [Pid:2053], CPUburst : 158824
[ 1702.888455] [Pid:1776], CPUburst : 15900
[ 1702.948584] [Pid:1995], CPUburst : 213094
[ 1703.012820] [Pid:2002], CPUburst : 157914
[ 1703.297327] [Pid:1988], CPUburst : 69383
[ 1705.010142] [Pid:2002], CPUburst : 117909
[ 1705.077324] [Pid:2050], CPUburst : 68674
[ 1705.131155] [Pid:1734], CPUburst : 100079
[ 1705.150012] [Pid:1881], CPUburst : 362727
[ 1705.641184] [Pid:1776], CPUburst : 70550
[ 1705.787615] [Pid:1988], CPUburst : 72352
[ 1706.480330] [Pid:1903], CPUburst : 109640
[ 1707.075176] [Pid:2015], CPUburst : 527634
[ 1707.197222] [Pid:2017], CPUburst : 312881
[ 1707.208929] [Pid:2002], CPUburst : 200190
[ 1707.282596] [Pid:1989], CPUburst : 72077
[ 1707.463532] [Pid:1724], CPUburst : 306238
[ 1708.074796] [Pid:1775], CPUburst : 157992
[ 1708.307609] [Pid:1995], CPUburst : 25872
[ 1708.339493] [Pid:1357], CPUburst : 113363
[ 1708.379585] [Pid:1990], CPUburst : 93663
[ 1708.838925] [Pid:1776], CPUburst : 115002
[ 1708.880018] [Pid:1988], CPUburst : 81531
[ 1709.442800] [Pid:2053], CPUburst : 49308
[ 1709.473009] [Pid:2051], CPUburst : 194975
[ 1709.490420] [Pid:2002], CPUburst : 378017
[ 1709.681816] [Pid:1911], CPUburst : 216289
[ 1709.692874] [Pid:1710], CPUburst : 119908
[ 1709.862095] [Pid:2025], CPUburst : 80948
[ 1710.013011] [Pid:2004], CPUburst : 122264
[ 1710.083921] [Pid:1884], CPUburst : 107191
[ 1710.771324] [Pid:1988], CPUburst : 68551
[ 1711.037654] [Pid:2002], CPUburst : 247867
[ 1711.435410] [Pid:2052], CPUburst : 364680
[ 1711.575512] [Pid:1776], CPUburst : 196505
[ 1711.611757] [Pid:2000], CPUburst : 64728
[ 1712.722539] [Pid:2002], CPUburst : 196882
[ 1712.926056] [Pid:1988], CPUburst : 97551
[ 1712.971635] [Pid:2008], CPUburst : 348265
[ 1713.703356] [Pid:1356], CPUburst : 101772
[ 1714.008460] [Pid:1989], CPUburst : 204259
[ 1714.181547] [Pid:2056], CPUburst : 649526
[ 1714.242754] [Pid:1776], CPUburst : 258391
[ 1714.605792] [Pid:50], CPUburst : 24472
[ 1714.754296] [Pid:1995], CPUburst : 15480
[ 1714.837926] [Pid:2002], CPUburst : 20839
[ 1715.309911] [Pid:1988], CPUburst : 218032
[ 1715.605220] [Pid:2051], CPUburst : 140762
[ 1715.615371] [Pid:2053], CPUburst : 53530
[ 1716.830901] [Pid:2002], CPUburst : 142995
[ 1716.914431] [Pid:1776], CPUburst : 133702
[ 1717.032214] [Pid:1884], CPUburst : 162223
[ 1717.339339] [Pid:2004], CPUburst : 30017
[ 1717.516105] [Pid:1988], CPUburst : 12285
[ 1717.683132] [Pid:2025], CPUburst : 177513
[ 1718.464622] [Pid:2002], CPUburst : 181200
[ 1718.951160] [Pid:1911], CPUburst : 332116
[ 1719.565441] [Pid:1775], CPUburst : 22804
[ 1719.667816] [Pid:2050], CPUburst : 61236
[ 1719.699324] [Pid:1776], CPUburst : 53651
[ 1719.802176] [Pid:1988], CPUburst : 195682
[ 1720.281924] [Pid:1989], CPUburst : 40782
[ 1720.702077] [Pid:2002], CPUburst : 45339
[ 1721.002752] [Pid:1995], CPUburst : 16889
[ 1721.011657] [Pid:2000], CPUburst : 93978
[ 1721.555981] [Pid:1988], CPUburst : 5438
[ 1721.587937] [Pid:10], CPUburst : 136043
[ 1721.624278] [Pid:2053], CPUburst : 75628
[ 1721.791741] [Pid:2017], CPUburst : 135803
[ 1721.957420] [Pid:2051], CPUburst : 9251
[ 1722.385690] [Pid:1776], CPUburst : 414539
[ 1722.496483] [Pid:1903], CPUburst : 75461
[ 1723.190752] [Pid:1990], CPUburst : 18453
[ 1723.193782] [Pid:2056], CPUburst : 27452
[ 1723.209871] [Pid:2002], CPUburst : 39079
[ 1723.654977] [Pid:1988], CPUburst : 94858
[ 1723.956723] [Pid:2025], CPUburst : 275414
[ 1724.363612] [Pid:2008], CPUburst : 405839
[ 1724.593499] [Pid:2004], CPUburst : 69132
[ 1724.728293] [Pid:1357], CPUburst : 319726
[ 1724.895998] [Pid:1356], CPUburst : 166642
[ 1725.023079] [Pid:1884], CPUburst : 344966
[ 1725.165251] [Pid:2002], CPUburst : 384033
[ 1725.183216] [Pid:1776], CPUburst : 105387
[ 1725.530919] [Pid:1988], CPUburst : 161348
[ 1725.571302] [Pid:1881], CPUburst : 857427
[ 1725.957604] [Pid:1693], CPUburst : 248646
[ 1726.336874] [Pid:2052], CPUburst : 210868
[ 1727.131036] [Pid:2002], CPUburst : 18661
[ 1727.359014] [Pid:1897], CPUburst : 27945
[ 1727.424905] [Pid:1995], CPUburst : 54598
[ 1727.431952] [Pid:1989], CPUburst : 39975
[ 1727.543312] [Pid:1734], CPUburst : 22651
[ 1727.833246] [Pid:2053], CPUburst : 55101
[ 1727.999724] [Pid:1911], CPUburst : 116903
[ 1728.197805] [Pid:1776], CPUburst : 186807
[ 1728.386763] [Pid:2051], CPUburst : 103353
[ 1728.418888] [Pid:1988], CPUburst : 376860
[ 1728.446352] [Pid:1884], CPUburst : 274889
[ 1728.547345] [Pid:1710], CPUburst : 53666
[ 1729.135271] [Pid:2002], CPUburst : 24261
[ 1730.625664] [Pid:1988], CPUburst : 823254
[ 1730.992553] [Pid:1776], CPUburst : 22377
[ 1731.265112] [Pid:2002], CPUburst : 108104
[ 1731.366362] [Pid:2000], CPUburst : 85124
[ 1731.524929] [Pid:1775], CPUburst : 65951
[ 1731.741091] [Pid:2025], CPUburst : 118225
[ 1731.940026] [Pid:2004], CPUburst : 118054
[ 1732.726876] [Pid:1989], CPUburst : 8825
[ 1732.752526] [Pid:1988], CPUburst : 145252
[ 1732.828274] [Pid:1995], CPUburst : 16080
[ 1733.428913] [Pid:2002], CPUburst : 83426
[ 1733.440570] [Pid:2053], CPUburst : 41708
[ 1733.464411] [Pid:2056], CPUburst : 412186
[ 1734.004561] [Pid:2050], CPUburst : 96947
[ 1734.066382] [Pid:1776], CPUburst : 15457
[ 1734.594632] [Pid:2051], CPUburst : 50304
[ 1735.123319] [Pid:2002], CPUburst : 94330
[ 1735.257557] [Pid:1988], CPUburst : 141733
[ 1735.839362] [Pid:1884], CPUburst : 189317
[ 1735.839728] [Pid:1881], CPUburst : 128340
[ 1736.536558] [Pid:1990], CPUburst : 44553
[ 1736.592732] [Pid:1776], CPUburst : 113770
[ 1736.946663] [Pid:2002], CPUburst : 27542
[ 1737.102908] [Pid:1903], CPUburst : 288734
[ 1737.117499] [Pid:1911], CPUburst : 118834
[ 1737.165968] [Pid:2017], CPUburst : 241058
[ 1737.193956] [Pid:1988], CPUburst : 45553
[ 1737.389300] [Pid:2008], CPUburst : 276319
[ 1738.739141] [Pid:1995], CPUburst : 15177
[ 1738.742869] [Pid:655], CPUburst : 92123
[ 1738.820577] [Pid:1356], CPUburst : 39678
[ 1738.970318] [Pid:1989], CPUburst : 98067
[ 1738.989705] [Pid:1917], CPUburst : 6114270
[ 1739.064849] [Pid:2002], CPUburst : 84304
[ 1739.088319] [Pid:2025], CPUburst : 18646
[ 1739.127974] [Pid:1988], CPUburst : 61115
[ 1739.260271] [Pid:1776], CPUburst : 41863
[ 1739.339369] [Pid:2053], CPUburst : 68320
[ 1739.886148] [Pid:2004], CPUburst : 38038
[ 1740.425162] [Pid:2051], CPUburst : 21590
[ 1740.524701] [Pid:2052], CPUburst : 83263
[ 1741.427710] [Pid:2002], CPUburst : 67012
[ 1741.643591] [Pid:2000], CPUburst : 200497
[ 1741.668464] [Pid:1357], CPUburst : 16959927
[ 1741.751629] [Pid:2015], CPUburst : 93553
[ 1741.922539] [Pid:1988], CPUburst : 77644
[ 1742.099233] [Pid:1776], CPUburst : 508132
[ 1742.887817] [Pid:1884], CPUburst : 98123
[ 1742.894654] [Pid:2002], CPUburst : 18304
[ 1743.220431] [Pid:1775], CPUburst : 151928
[ 1744.064335] [Pid:2056], CPUburst : 57010
[ 1744.419513] [Pid:1988], CPUburst : 6159
[ 1744.738488] [Pid:2002], CPUburst : 253122
[ 1744.754586] [Pid:1776], CPUburst : 16654
[ 1745.067862] [Pid:1989], CPUburst : 390963
[ 1745.094409] [Pid:2053], CPUburst : 163292
[ 1745.239210] [Pid:1995], CPUburst : 27148
[ 1745.924923] [Pid:1911], CPUburst : 361412
[ 1746.599173] [Pid:1988], CPUburst : 135698
[ 1746.626324] [Pid:2004], CPUburst : 55549
[ 1746.715801] [Pid:2051], CPUburst : 52837
[ 1746.815771] [Pid:2002], CPUburst : 249250
[ 1747.219546] [Pid:2050], CPUburst : 141339
[ 1747.278289] [Pid:2025], CPUburst : 30165
[ 1747.419008] [Pid:1776], CPUburst : 22517
[ 1747.894314] [Pid:1710], CPUburst : 90711
[ 1748.626259] [Pid:1988], CPUburst : 9080
[ 1748.626321] [Pid:2153], CPUburst : 50862
[ 1748.928806] [Pid:2002], CPUburst : 167699
[ 1749.279972] [Pid:1734], CPUburst : 230355
[ 1749.711586] [Pid:1884], CPUburst : 142055
[ 1750.146569] [Pid:1776], CPUburst : 16949
[ 1750.148731] [Pid:593], CPUburst : 418920
[ 1750.449970] [Pid:1990], CPUburst : 56388
[ 1750.482674] [Pid:1988], CPUburst : 48519
[ 1750.647525] [Pid:2002], CPUburst : 44505
[ 1750.683536] [Pid:2008], CPUburst : 62169
[ 1751.337853] [Pid:1995], CPUburst : 341050
[ 1751.519807] [Pid:2000], CPUburst : 233440
[ 1751.559968] [Pid:1989], CPUburst : 6174
[ 1751.680861] [Pid:2053], CPUburst : 292013
[ 1751.714435] [Pid:1356], CPUburst : 40090
[ 1752.189925] [Pid:2017], CPUburst : 309420
[ 1752.461660] [Pid:2056], CPUburst : 110804
[ 1752.545161] [Pid:2002], CPUburst : 61233
[ 1752.616055] [Pid:2051], CPUburst : 308635
[ 1752.627916] [Pid:1903], CPUburst : 117219
[ 1752.882205] [Pid:1776], CPUburst : 207875
[ 1753.050403] [Pid:1988], CPUburst : 99645
[ 1754.190731] [Pid:2004], CPUburst : 51970
[ 1754.224471] [Pid:1881], CPUburst : 69420
[ 1754.812464] [Pid:1775], CPUburst : 186923
[ 1754.913725] [Pid:2002], CPUburst : 353336
[ 1755.316502] [Pid:2052], CPUburst : 121401
[ 1755.329251] [Pid:2025], CPUburst : 34716
[ 1755.776993] [Pid:1988], CPUburst : 223308
[ 1755.848383] [Pid:1776], CPUburst : 81589
[ 1756.041184] [Pid:1911], CPUburst : 267769
[ 1757.184995] [Pid:2002], CPUburst : 127054
[ 1757.283527] [Pid:1884], CPUburst : 186305
[ 1757.615070] [Pid:1989], CPUburst : 87151
[ 1757.898075] [Pid:1988], CPUburst : 85973
[ 1757.986309] [Pid:1995], CPUburst : 39367
[ 1758.073559] [Pid:2053], CPUburst : 42448
[ 1758.174009] [Pid:1357], CPUburst : 280293
[ 1758.482125] [Pid:2056], CPUburst : 32142
[ 1758.516812] [Pid:1921], CPUburst : 36402
[ 1758.529157] [Pid:1776], CPUburst : 14518
[ 1759.012277] [Pid:2051], CPUburst : 21473
[ 1759.375540] [Pid:2002], CPUburst : 96311
[ 1759.550118] [Pid:2004], CPUburst : 102564
[ 1759.721578] [Pid:1988], CPUburst : 333651
[ 1760.501793] [Pid:1930], CPUburst : 220194
[ 1761.937089] [Pid:2008], CPUburst : 17358
[ 1761.961332] [Pid:1776], CPUburst : 91473
[ 1762.000133] [Pid:2002], CPUburst : 62752
[ 1762.112390] [Pid:2000], CPUburst : 36835
[ 1763.272737] [Pid:1988], CPUburst : 90837
[ 1763.479874] [Pid:2050], CPUburst : 75010
[ 1764.309543] [Pid:2002], CPUburst : 176712
[ 1764.446587] [Pid:2025], CPUburst : 104786
[ 1765.001767] [Pid:1356], CPUburst : 143025
[ 1765.030484] [Pid:1989], CPUburst : 52670
[ 1765.101950] [Pid:1776], CPUburst : 34780
[ 1765.115726] [Pid:1995], CPUburst : 354053
[ 1765.150279] [Pid:2053], CPUburst : 27732
[ 1765.353151] [Pid:1990], CPUburst : 91538
[ 1765.647558] [Pid:2051], CPUburst : 6879
[ 1765.906686] [Pid:1988], CPUburst : 13580
[ 1765.907132] [Pid:1911], CPUburst : 106402
[ 1766.072977] [Pid:1884], CPUburst : 49813
[ 1766.304541] [Pid:2002], CPUburst : 52459
[ 1766.542995] [Pid:2017], CPUburst : 97119
[ 1766.732820] [Pid:2056], CPUburst : 182329
[ 1767.204558] [Pid:1775], CPUburst : 22250
[ 1767.577468] [Pid:2004], CPUburst : 88063
[ 1767.647484] [Pid:1903], CPUburst : 160025
[ 1767.674661] [Pid:1776], CPUburst : 252254
[ 1768.094953] [Pid:1988], CPUburst : 186433
[ 1768.316969] [Pid:2002], CPUburst : 313625
[ 1769.767472] [Pid:2052], CPUburst : 95232
[ 1769.971964] [Pid:2002], CPUburst : 34665
[ 1770.178702] [Pid:1776], CPUburst : 113009
[ 1770.540865] [Pid:1989], CPUburst : 178156
[ 1770.694734] [Pid:1710], CPUburst : 160528
[ 1770.704913] [Pid:2053], CPUburst : 5716
[ 1770.901489] [Pid:1988], CPUburst : 57804
[ 1771.386920] [Pid:1995], CPUburst : 188443
[ 1772.037421] [Pid:2051], CPUburst : 98262
[ 1772.133863] [Pid:2002], CPUburst : 44935
[ 1772.413490] [Pid:2025], CPUburst : 44056
[ 1773.041216] [Pid:2000], CPUburst : 246655
[ 1773.117470] [Pid:1776], CPUburst : 198440
[ 1773.523503] [Pid:1884], CPUburst : 12501
[ 1774.149874] [Pid:1988], CPUburst : 125765
[ 1774.307270] [Pid:2002], CPUburst : 165069
[ 1774.498780] [Pid:2008], CPUburst : 143171
[ 1775.065145] [Pid:1357], CPUburst : 474895
[ 1775.188693] [Pid:2004], CPUburst : 44507
[ 1775.532458] [Pid:1734], CPUburst : 37680
[ 1775.537661] [Pid:1911], CPUburst : 154823
[ 1776.433894] [Pid:1776], CPUburst : 29019
[ 1776.443126] [Pid:2002], CPUburst : 71534
[ 1776.502140] [Pid:1988], CPUburst : 154973
[ 1777.103419] [Pid:2050], CPUburst : 157780
[ 1777.213904] [Pid:1989], CPUburst : 4341
[ 1777.224611] [Pid:1995], CPUburst : 27841
[ 1777.226614] [Pid:2053], CPUburst : 8152
[ 1777.829532] [Pid:2015], CPUburst : 61406
[ 1777.964968] [Pid:1356], CPUburst : 294177
[ 1778.422942] [Pid:1693], CPUburst : 304288
[ 1778.444466] [Pid:2051], CPUburst : 106327
[ 1778.519233] [Pid:2002], CPUburst : 98739
[ 1778.546169] [Pid:2056], CPUburst : 198217
[ 1779.241277] [Pid:1988], CPUburst : 274012
[ 1779.393781] [Pid:1776], CPUburst : 3890208
[ 1779.936561] [Pid:1990], CPUburst : 173797
[ 1780.029621] [Pid:1775], CPUburst : 87483
[ 1780.152798] [Pid:2017], CPUburst : 184477
[ 1780.372339] [Pid:2002], CPUburst : 145412
[ 1780.375480] [Pid:2025], CPUburst : 52828
[ 1780.782087] [Pid:1881], CPUburst : 3507354
[ 1781.470572] [Pid:1988], CPUburst : 3480
[ 1781.501241] [Pid:10], CPUburst : 70890
[ 1781.719574] [Pid:1884], CPUburst : 91058
[ 1781.965924] [Pid:1776], CPUburst : 138988
[ 1782.130944] [Pid:2002], CPUburst : 46563
[ 1783.269804] [Pid:1989], CPUburst : 32045
[ 1783.368131] [Pid:2052], CPUburst : 101990
[ 1783.424780] [Pid:1903], CPUburst : 39306
[ 1783.439040] [Pid:1995], CPUburst : 46888
[ 1783.635062] [Pid:2053], CPUburst : 335219
[ 1783.765949] [Pid:2004], CPUburst : 92043
[ 1783.880703] [Pid:1988], CPUburst : 253944
[ 1783.941973] [Pid:2000], CPUburst : 306606
[ 1784.065485] [Pid:2149], CPUburst : 7414
[ 1784.110761] [Pid:2002], CPUburst : 80596
[ 1784.613736] [Pid:2051], CPUburst : 26714
[ 1784.706205] [Pid:1776], CPUburst : 58069
[ 1784.803671] [Pid:1911], CPUburst : 152097
[ 1785.884714] [Pid:1988], CPUburst : 154685
[ 1786.040065] [Pid:2002], CPUburst : 30470
[ 1787.059940] [Pid:2008], CPUburst : 75944
[ 1787.237637] [Pid:2025], CPUburst : 87375
[ 1787.294507] [Pid:1776], CPUburst : 78492
[ 1787.937493] [Pid:2002], CPUburst : 34478
[ 1788.462676] [Pid:1988], CPUburst : 126613
[ 1789.226095] [Pid:2056], CPUburst : 28832
[ 1789.292150] [Pid:1884], CPUburst : 121508
[ 1789.909590] [Pid:1995], CPUburst : 204167
[ 1789.960911] [Pid:1989], CPUburst : 229640
[ 1790.001652] [Pid:1776], CPUburst : 51260
[ 1790.035237] [Pid:2002], CPUburst : 84205
[ 1790.035275] [Pid:2053], CPUburst : 116085
[ 1790.422375] [Pid:1356], CPUburst : 259567
[ 1790.667366] [Pid:2004], CPUburst : 180872
[ 1790.820458] [Pid:1988], CPUburst : 587231
[ 1790.951931] [Pid:2051], CPUburst : 39113
[ 1791.463958] [Pid:2050], CPUburst : 84031
[ 1791.555530] [Pid:1775], CPUburst : 14873
[ 1791.622268] [Pid:1357], CPUburst : 124629
[ 1791.890914] [Pid:2002], CPUburst : 109079
[ 1792.939106] [Pid:1776], CPUburst : 61904
[ 1793.222233] [Pid:1988], CPUburst : 674817
[ 1793.431391] [Pid:1911], CPUburst : 43697
[ 1794.103348] [Pid:2002], CPUburst : 78976
[ 1794.148728] [Pid:2025], CPUburst : 43241
[ 1794.230926] [Pid:2000], CPUburst : 252047
[ 1794.702198] [Pid:1990], CPUburst : 133661
[ 1795.129446] [Pid:2017], CPUburst : 185778
[ 1795.174858] [Pid:1710], CPUburst : 156349
[ 1795.209899] [Pid:1336], CPUburst : 5885
[ 1795.439966] [Pid:1988], CPUburst : 469714
[ 1795.503115] [Pid:1776], CPUburst : 295253
[ 1796.226186] [Pid:2002], CPUburst : 145117
[ 1796.298500] [Pid:1989], CPUburst : 54599
[ 1796.298620] [Pid:1995], CPUburst : 4208
[ 1796.381274] [Pid:2053], CPUburst : 93222
[ 1796.688815] [Pid:2051], CPUburst : 103765
[ 1796.785527] [Pid:1884], CPUburst : 85938
[ 1797.558849] [Pid:1903], CPUburst : 92579
[ 1797.693008] [Pid:2052], CPUburst : 67386
[ 1797.880035] [Pid:1988], CPUburst : 56053
[ 1798.391143] [Pid:1776], CPUburst : 108526
[ 1798.419839] [Pid:2008], CPUburst : 105250
[ 1798.455835] [Pid:2002], CPUburst : 28953
[ 1798.622358] [Pid:2056], CPUburst : 5069
[ 1798.822592] [Pid:2004], CPUburst : 304719
[ 1800.136003] [Pid:2172], CPUburst : 20351
[ 1800.149470] [Pid:2002], CPUburst : 58137
[ 1800.249034] [Pid:1988], CPUburst : 2465
[ 1800.757584] [Pid:1881], CPUburst : 3169382
[ 1800.991886] [Pid:1776], CPUburst : 36121
[ 1801.786583] [Pid:1995], CPUburst : 5717
[ 1801.991474] [Pid:2053], CPUburst : 88784
[ 1802.083901] [Pid:2002], CPUburst : 193576
[ 1802.153996] [Pid:2051], CPUburst : 45988
[ 1802.193802] [Pid:2025], CPUburst : 31828
[ 1802.219684] [Pid:1989], CPUburst : 47061
[ 1802.370026] [Pid:1911], CPUburst : 230341
[ 1802.902553] [Pid:1988], CPUburst : 228384
[ 1803.113860] [Pid:1356], CPUburst : 198444
[ 1803.129126] [Pid:1734], CPUburst : 131690
[ 1803.549154] [Pid:1775], CPUburst : 163327
[ 1803.787391] [Pid:1776], CPUburst : 7158
[ 1803.954109] [Pid:2002], CPUburst : 21564
[ 1804.252714] [Pid:2000], CPUburst : 33055
[ 1804.516559] [Pid:2050], CPUburst : 59529
[ 1804.694581] [Pid:1884], CPUburst : 86351
[ 1805.289798] [Pid:1988], CPUburst : 154776
[ 1805.686312] [Pid:2004], CPUburst : 80823
[ 1806.049481] [Pid:2002], CPUburst : 289317
[ 1806.459094] [Pid:1776], CPUburst : 183354
[ 1806.463492] [Pid:2056], CPUburst : 10775
[ 1806.554093] [Pid:2017], CPUburst : 78122
[ 1806.973337] [Pid:1917], CPUburst : 181966
[ 1807.103166] [Pid:1180], CPUburst : 51876
[ 1807.488145] [Pid:1995], CPUburst : 6413
[ 1807.527190] [Pid:1990], CPUburst : 29968
[ 1807.677733] [Pid:1988], CPUburst : 88677
[ 1807.743369] [Pid:2053], CPUburst : 9662
[ 1807.749772] [Pid:1920], CPUburst : 48625
[ 1807.819389] [Pid:1330], CPUburst : 215770
[ 1808.176890] [Pid:1357], CPUburst : 254117
[ 1808.217790] [Pid:1693], CPUburst : 179264
[ 1808.232421] [Pid:2002], CPUburst : 9203
[ 1808.421605] [Pid:1731], CPUburst : 157044
[ 1808.450672] [Pid:2051], CPUburst : 170720
[ 1808.504578] [Pid:1989], CPUburst : 16427
[ 1808.547447] [Pid:1337], CPUburst : 18279
[ 1808.956371] [Pid:1710], CPUburst : 64586
[ 1808.980923] [Pid:1917], CPUburst : 60834
[ 1809.206091] [Pid:1776], CPUburst : 64210
[ 1809.247431] [Pid:1192], CPUburst : 202560
[ 1809.447883] [Pid:1711], CPUburst : 9911
[ 1809.501513] [Pid:1180], CPUburst : 41542
[ 1809.844079] [Pid:2008], CPUburst : 333480
[ 1809.980501] [Pid:2002], CPUburst : 61831
[ 1810.026063] [Pid:1988], CPUburst : 64707
[ 1810.345051] [Pid:1911], CPUburst : 94326
[ 1810.412526] [Pid:1921], CPUburst : 75803
[ 1810.566645] [Pid:1693], CPUburst : 270209
[ 1810.582065] [Pid:2025], CPUburst : 457820
[ 1810.944021] [Pid:1930], CPUburst : 145141
[ 1810.961580] [Pid:2052], CPUburst : 232908
[ 1811.642463] [Pid:1339], CPUburst : 4941
[ 1811.809094] [Pid:2015], CPUburst : 128261
[ 1811.822175] [Pid:1776], CPUburst : 84378
[ 1812.259375] [Pid:2002], CPUburst : 91523
[ 1812.410277] [Pid:1338], CPUburst : 1165120
[ 1812.508314] [Pid:1988], CPUburst : 54109
[ 1812.638269] [Pid:1884], CPUburst : 25368
[ 1812.826300] [Pid:2004], CPUburst : 283096
[ 1813.631207] [Pid:1917], CPUburst : 80315
[ 1813.760351] [Pid:1734], CPUburst : 49505
[ 1814.110907] [Pid:1995], CPUburst : 11150
[ 1814.142321] [Pid:2000], CPUburst : 63194
[ 1814.254534] [Pid:1903], CPUburst : 22478
[ 1814.457401] [Pid:2053], CPUburst : 926873
[ 1814.491662] [Pid:1776], CPUburst : 67067
[ 1814.509003] [Pid:2002], CPUburst : 399492
[ 1814.741285] [Pid:1775], CPUburst : 468876
[ 1814.932654] [Pid:1988], CPUburst : 178471
[ 1815.077255] [Pid:1356], CPUburst : 449816
[ 1815.079066] [Pid:2051], CPUburst : 47661
[ 1815.325371] [Pid:1989], CPUburst : 1356029
[ 1815.481389] [Pid:1180], CPUburst : 44971
[ 1815.541656] [Pid:1710], CPUburst : 62574
[ 1815.573529] [Pid:2056], CPUburst : 235012
[ 1816.012183] [Pid:1336], CPUburst : 176317
[ 1816.113478] [Pid:1330], CPUburst : 413815
[ 1816.663639] [Pid:2002], CPUburst : 184727
[ 1817.230383] [Pid:1776], CPUburst : 13854
[ 1817.536155] [Pid:1988], CPUburst : 219471
[ 1817.655071] [Pid:2025], CPUburst : 330580
[ 1818.667816] [Pid:1911], CPUburst : 293921
[ 1818.713395] [Pid:2002], CPUburst : 662808
[ 1819.495877] [Pid:2050], CPUburst : 147046
[ 1819.891758] [Pid:1776], CPUburst : 27171
[ 1820.074618] [Pid:1995], CPUburst : 21650
[ 1820.172613] [Pid:1988], CPUburst : 65508
[ 1820.377803] [Pid:1884], CPUburst : 128958
[ 1820.580188] [Pid:2004], CPUburst : 186581
[ 1820.866285] [Pid:2002], CPUburst : 51207
[ 1821.128257] [Pid:1339], CPUburst : 9949
[ 1821.129835] [Pid:2017], CPUburst : 41606
[ 1821.130079] [Pid:2053], CPUburst : 106495
[ 1821.166037] [Pid:1337], CPUburst : 19007
[ 1821.203240] [Pid:2008], CPUburst : 123778
[ 1821.349105] [Pid:1917], CPUburst : 1121060
[ 1821.520117] [Pid:1930], CPUburst : 18702
[ 1821.524067] [Pid:1338], CPUburst : 3608938
[ 1821.833113] [Pid:2051], CPUburst : 46155
[ 1821.869731] [Pid:1989], CPUburst : 49741
[ 1822.185690] [Pid:1990], CPUburst : 94708
[ 1822.594138] [Pid:1776], CPUburst : 12332
[ 1822.802063] [Pid:2002], CPUburst : 16458
[ 1823.035735] [Pid:1988], CPUburst : 40401
[ 1823.334912] [Pid:1336], CPUburst : 222178
[ 1823.662616] [Pid:1921], CPUburst : 364242
[ 1823.665801] [Pid:1180], CPUburst : 117851
[ 1823.722490] [Pid:1730], CPUburst : 110218
[ 1823.763484] [Pid:1330], CPUburst : 375620
[ 1823.894695] [Pid:2052], CPUburst : 66275
[ 1823.906564] [Pid:2000], CPUburst : 49195
[ 1823.943857] [Pid:1693], CPUburst : 122283
[ 1823.994179] [Pid:1710], CPUburst : 62239
[ 1824.081929] [Pid:1734], CPUburst : 47280
[ 1824.342600] [Pid:1917], CPUburst : 867571
[ 1824.635484] [Pid:1357], CPUburst : 64576
[ 1825.013992] [Pid:1731], CPUburst : 3049252
[ 1825.082805] [Pid:2002], CPUburst : 54829
[ 1825.330819] [Pid:1776], CPUburst : 10268
[ 1825.874171] [Pid:1988], CPUburst : 300647
[ 1825.935044] [Pid:1775], CPUburst : 34084
[ 1826.130546] [Pid:1881], CPUburst : 891838
[ 1826.380502] [Pid:1995], CPUburst : 51371
[ 1826.604507] [Pid:1917], CPUburst : 3701363
[ 1826.680790] [Pid:1930], CPUburst : 54951
[ 1826.872156] [Pid:1693], CPUburst : 88132
[ 1826.911442] [Pid:1180], CPUburst : 112192
[ 1826.937424] [Pid:10], CPUburst : 30298
[ 1827.240208] [Pid:1911], CPUburst : 193078
[ 1827.244904] [Pid:2002], CPUburst : 225292
[ 1827.257873] [Pid:2025], CPUburst : 36305
[ 1827.541934] [Pid:2053], CPUburst : 21195
[ 1827.701888] [Pid:1884], CPUburst : 45452
[ 1827.732051] [Pid:1356], CPUburst : 229410
[ 1828.044128] [Pid:1776], CPUburst : 149174
[ 1828.278954] [Pid:1928], CPUburst : 116809
[ 1828.344968] [Pid:2051], CPUburst : 173204
[ 1828.541055] [Pid:1989], CPUburst : 356717
[ 1828.700345] [Pid:1988], CPUburst : 136644
